image,image_id,category_id,class_name,bbox,area_group
000000054967.jpg,54967,3,car,"[52.93, 424.42, 95.68, 461.56]",medium
000000055167.jpg,55167,6,bus,"[209.66, 131.44, 364.88, 243.59]",large
000000055167.jpg,55167,1,person,"[412.56, 185.46, 418.5, 203.81]",small
000000055167.jpg,55167,1,person,"[132.81, 194.49, 145.19, 228.26000000000002]",small
000000055167.jpg,55167,1,person,"[371.42, 179.73, 378.54, 191.67999999999998]",small
000000055167.jpg,55167,1,person,"[417.76, 184.8, 421.5, 205.62]",small
000000055167.jpg,55167,3,car,"[392.46, 182.5, 408.15, 194.37]",small
000000055167.jpg,55167,3,car,"[565.29, 213.24, 601.8199999999999, 228.19]",small
000000055167.jpg,55167,27,backpack,"[132.83, 197.25, 140.73000000000002, 211.42]",small
000000055167.jpg,55167,8,truck,"[161.92, 175.86, 218.41, 229.26000000000002]",medium
000000055167.jpg,55167,1,person,"[408.08, 183.29, 413.34, 205.26999999999998]",small
000000055167.jpg,55167,1,person,"[233.14, 171.49, 253.57, 187.4]",small
000000057597.jpg,57597,37,sports ball,"[242.84, 286.46, 266.98, 309.94]",small
000000057597.jpg,57597,3,car,"[72.09, 84.99, 138.82999999999998, 100.89999999999999]",small
000000057597.jpg,57597,3,car,"[332.36, 104.08, 427.58000000000004, 134.37]",medium
000000057597.jpg,57597,3,car,"[323.93, 89.93, 359.59000000000003, 106.80000000000001]",small
000000057597.jpg,57597,1,person,"[317.11, 152.42, 442.55, 316.35]",medium
000000057597.jpg,57597,1,person,"[412.49, 166.47, 517.81, 331.02]",medium
000000057597.jpg,57597,1,person,"[518.34, 142.29, 607.5600000000001, 247.66]",medium
000000057597.jpg,57597,1,person,"[174.38, 121.92, 191.01, 163.07999999999998]",small
000000057597.jpg,57597,1,person,"[155.13, 141.58, 176.98, 160.33]",small
000000057597.jpg,57597,1,person,"[259.41, 144.33, 274.43, 164.86]",small
000000057597.jpg,57597,1,person,"[135.05, 92.52, 153.07000000000002, 121.58]",small
000000057597.jpg,57597,1,person,"[254.68, 120.3, 274.2, 149.99]",small
000000057597.jpg,57597,1,person,"[276.48, 118.21, 295.37, 151.28]",small
000000057597.jpg,57597,15,bench,"[0.04, 103.74, 108.08000000000001, 124.36]",small
000000057597.jpg,57597,15,bench,"[211.77, 120.11, 238.31, 127.22]",small
000000057597.jpg,57597,27,backpack,"[372.55, 142.3, 383.05, 152.08]",small
000000057597.jpg,57597,27,backpack,"[396.91, 143.36, 404.70000000000005, 152.53]",small
000000057597.jpg,57597,27,backpack,"[424.52, 154.24, 434.14, 167.24]",small
000000057597.jpg,57597,27,backpack,"[406.71, 155.8, 417.78, 165.65]",small
000000057597.jpg,57597,1,person,"[521.81, 131.27, 621.7099999999999, 279.4]",medium
000000057597.jpg,57597,3,car,"[519.65, 103.71, 553.78, 127.91999999999999]",small
000000057597.jpg,57597,8,truck,"[505.75, 103.31, 555.32, 128.7]",small
000000057597.jpg,57597,8,truck,"[226.81, 77.65, 309.38, 128.05]",medium
000000057597.jpg,57597,15,bench,"[130.39, 108.89, 162.96999999999997, 126.93]",small
000000057597.jpg,57597,27,backpack,"[421.9, 147.86, 435.54999999999995, 154.75]",small
000000057597.jpg,57597,1,person,"[268.87, 144.31, 281.4, 163.99]",small
000000057597.jpg,57597,8,truck,"[324.41, 89.18, 359.90000000000003, 112.33000000000001]",small
000000057597.jpg,57597,1,person,"[199.58, 122.4, 214.68, 163.35000000000002]",small
000000057597.jpg,57597,1,person,"[222.29, 121.96, 234.13, 154.51]",small
000000057597.jpg,57597,15,bench,"[326.37, 141.82, 394.53, 163.72]",small
000000057597.jpg,57597,15,bench,"[382.01, 143.79, 439.21999999999997, 156.04999999999998]",small
000000057597.jpg,57597,15,bench,"[400.72, 152.77, 425.92, 155.37]",small
000000058539.jpg,58539,32,tie,"[305.34, 222.17, 355.7, 420.0]",medium
000000058539.jpg,58539,3,car,"[415.26, 136.57, 640.0, 418.15999999999997]",large
000000058539.jpg,58539,3,car,"[202.46, 144.98, 300.85, 411.78]",large
000000058539.jpg,58539,1,person,"[0.0, 26.49, 79.47, 414.38]",large
000000058539.jpg,58539,1,person,"[218.54, 60.55, 535.47, 416.27000000000004]",large
000000058539.jpg,58539,1,person,"[36.79, 17.94, 220.32, 420.0]",large
000000058539.jpg,58539,1,person,"[205.43, 84.23, 258.55, 123.77000000000001]",medium
000000058539.jpg,58539,3,car,"[214.18, 118.67, 281.46000000000004, 144.47]",small
000000058539.jpg,58539,3,car,"[30.58, 88.19, 58.01, 121.35]",small
000000058539.jpg,58539,1,person,"[433.62, 109.12, 474.25, 173.75]",medium
000000058539.jpg,58539,3,car,"[522.09, 42.02, 640.0, 151.4]",medium
000000060932.jpg,60932,32,tie,"[520.75, 208.8, 552.97, 312.97]",medium
000000060932.jpg,60932,32,tie,"[87.35, 205.75, 93.16999999999999, 232.93]",small
000000060932.jpg,60932,32,tie,"[128.26, 214.72, 136.54, 233.47]",small
000000060932.jpg,60932,1,person,"[323.16, 68.29, 640.0, 423.19]",large
000000060932.jpg,60932,1,person,"[174.95, 186.68, 310.41999999999996, 387.54]",large
000000060932.jpg,60932,1,person,"[197.18, 164.89, 239.19, 298.14]",medium
000000060932.jpg,60932,1,person,"[138.5, 153.92, 192.92000000000002, 346.08]",medium
000000060932.jpg,60932,1,person,"[96.18, 177.93, 170.24, 382.8]",large
000000060932.jpg,60932,1,person,"[57.58, 174.65, 111.32, 369.46000000000004]",medium
000000060932.jpg,60932,1,person,"[222.18, 172.16, 277.0, 225.06]",medium
000000060932.jpg,60932,32,tie,"[222.66, 193.43, 229.48, 200.17000000000002]",small
000000060932.jpg,60932,1,person,"[270.48, 222.1, 314.83000000000004, 354.61]",medium
000000060932.jpg,60932,1,person,"[384.73, 177.43, 414.35, 250.51]",medium
000000060932.jpg,60932,1,person,"[188.29, 181.49, 204.53, 218.77]",small
000000060932.jpg,60932,1,person,"[311.9, 185.45, 339.25, 334.34]",medium
000000060932.jpg,60932,1,person,"[278.86, 201.24, 289.58000000000004, 217.70000000000002]",small
000000060932.jpg,60932,67,dining table,"[0.0, 222.05, 64.86, 286.56]",medium
000000061418.jpg,61418,62,chair,"[109.33, 224.85, 197.97, 357.81]",medium
000000061418.jpg,61418,62,chair,"[4.72, 245.32, 118.98, 404.88]",large
000000061418.jpg,61418,9,boat,"[490.4, 38.52, 628.92, 116.61000000000001]",medium
000000061418.jpg,61418,9,boat,"[288.18, 81.31, 448.74, 154.38]",medium
000000061418.jpg,61418,1,person,"[257.46, 251.51, 378.24, 423.14]",large
000000061418.jpg,61418,1,person,"[186.53, 189.77, 258.58, 318.29]",medium
000000061418.jpg,61418,1,person,"[497.11, 172.91, 576.36, 260.39]",medium
000000061418.jpg,61418,1,person,"[492.67, 239.81, 610.29, 410.84000000000003]",large
000000061418.jpg,61418,1,person,"[246.19, 121.72, 279.34, 215.18]",medium
000000061418.jpg,61418,1,person,"[68.63, 106.92, 95.61, 208.64]",medium
000000061418.jpg,61418,62,chair,"[603.19, 208.37, 625.7700000000001, 321.63]",small
000000061418.jpg,61418,1,person,"[53.28, 116.2, 80.49000000000001, 209.16]",medium
000000061418.jpg,61418,62,chair,"[157.68, 210.21, 231.06, 324.57]",medium
000000061418.jpg,61418,62,chair,"[560.78, 224.75, 637.8399999999999, 296.15999999999997]",medium
000000061418.jpg,61418,62,chair,"[571.21, 324.97, 640.0, 414.38]",medium
000000064523.jpg,64523,3,car,"[537.76, 296.01, 567.96, 314.49]",small
000000064523.jpg,64523,1,person,"[118.54, 214.38, 210.67000000000002, 434.87]",large
000000064523.jpg,64523,1,person,"[198.68, 217.51, 288.35, 437.02]",large
000000064523.jpg,64523,1,person,"[283.73, 218.95, 370.68, 444.0]",large
000000064523.jpg,64523,1,person,"[368.44, 228.45, 455.93, 444.0]",large
000000064523.jpg,64523,1,person,"[449.25, 228.22, 536.95, 443.64]",large
000000064523.jpg,64523,1,person,"[447.87, 152.05, 522.66, 305.03]",medium
000000064523.jpg,64523,1,person,"[373.72, 149.02, 449.89000000000004, 284.21000000000004]",medium
000000064523.jpg,64523,1,person,"[228.49, 143.68, 301.32, 293.34000000000003]",medium
000000064523.jpg,64523,1,person,"[164.58, 151.37, 229.65, 296.52]",medium
000000064523.jpg,64523,43,tennis racket,"[396.2, 330.39, 441.13, 443.65]",medium
000000064523.jpg,64523,43,tennis racket,"[303.99, 326.83, 352.5, 444.0]",medium
000000064523.jpg,64523,43,tennis racket,"[469.57, 331.77, 514.59, 437.71999999999997]",medium
000000064523.jpg,64523,43,tennis racket,"[417.71, 219.75, 456.10999999999996, 271.95]",medium
000000064523.jpg,64523,43,tennis racket,"[252.53, 208.39, 288.67, 263.65999999999997]",small
000000064523.jpg,64523,43,tennis racket,"[187.2, 201.01, 231.13, 243.88]",medium
000000064523.jpg,64523,43,tennis racket,"[123.9, 318.97, 170.87, 439.49]",medium
000000064523.jpg,64523,43,tennis racket,"[219.31, 317.45, 263.41, 443.45]",medium
000000064523.jpg,64523,43,tennis racket,"[468.31, 222.65, 513.01, 274.55]",small
000000064523.jpg,64523,1,person,"[82.82, 151.34, 160.54, 425.90999999999997]",medium
000000064523.jpg,64523,43,tennis racket,"[331.43, 205.64, 372.82, 254.23]",small
000000064523.jpg,64523,43,tennis racket,"[185.47, 237.38, 223.01, 277.06]",medium
000000064523.jpg,64523,1,person,"[298.92, 130.94, 379.68, 267.1]",medium
000000065288.jpg,65288,16,bird,"[226.18, 189.69, 347.29, 259.24]",medium
000000065288.jpg,65288,16,bird,"[104.81, 124.87, 180.76, 182.86]",medium
000000065288.jpg,65288,16,bird,"[24.13, 392.85, 79.86, 424.0]",medium
000000065288.jpg,65288,62,chair,"[214.88, 237.83, 622.5899999999999, 420.57000000000005]",large
000000065288.jpg,65288,62,chair,"[311.79, 104.04, 366.62, 176.12]",small
000000065288.jpg,65288,2,bicycle,"[22.59, 80.12, 53.72, 115.36000000000001]",small
000000065288.jpg,65288,1,person,"[189.7, 58.38, 267.63, 168.86]",medium
000000065288.jpg,65288,1,person,"[277.74, 60.71, 345.61, 174.87]",medium
000000065288.jpg,65288,1,person,"[394.09, 81.74, 423.35999999999996, 123.22999999999999]",small
000000065288.jpg,65288,1,person,"[196.91, 69.5, 223.82, 123.42]",small
000000065288.jpg,65288,1,person,"[340.27, 67.87, 377.9, 136.93]",medium
000000065288.jpg,65288,1,person,"[419.08, 67.76, 436.9, 98.68]",small
000000065288.jpg,65288,1,person,"[331.36, 38.57, 369.79, 97.88]",medium
000000065288.jpg,65288,62,chair,"[207.4, 100.1, 268.59000000000003, 173.66]",medium
000000065288.jpg,65288,64,potted plant,"[43.31, 91.24, 196.51, 182.39999999999998]",medium
000000065288.jpg,65288,64,potted plant,"[557.52, 69.75, 607.62, 114.99000000000001]",medium
000000065288.jpg,65288,1,person,"[166.8, 72.19, 199.79000000000002, 116.41]",small
000000065288.jpg,65288,2,bicycle,"[149.95, 73.35, 163.22, 94.58999999999999]",small
000000065288.jpg,65288,2,bicycle,"[18.71, 85.08, 31.98, 113.36]",small
000000065288.jpg,65288,2,bicycle,"[13.94, 94.37, 22.34, 115.23]",small
000000065288.jpg,65288,27,backpack,"[204.41, 61.73, 213.76, 67.61999999999999]",small
000000065288.jpg,65288,1,person,"[287.08, 74.65, 315.84999999999997, 118.96000000000001]",small
000000065288.jpg,65288,1,person,"[255.22, 70.88, 298.03, 172.0]",medium
000000065288.jpg,65288,1,person,"[430.49, 68.13, 457.75, 122.65]",small
000000065288.jpg,65288,1,person,"[68.95, 53.56, 93.09, 104.97]",small
000000065288.jpg,65288,27,backpack,"[511.4, 139.23, 638.85, 217.92]",medium
000000065288.jpg,65288,62,chair,"[386.98, 93.96, 434.5, 129.95]",small
000000065288.jpg,65288,62,chair,"[410.96, 139.64, 447.32, 171.36999999999998]",small
000000065288.jpg,65288,64,potted plant,"[0.0, 153.72, 48.71, 244.01]",medium
000000065288.jpg,65288,1,person,"[610.0, 65.44, 633.29, 98.71000000000001]",small
000000065288.jpg,65288,62,chair,"[167.86, 101.48, 180.28, 115.17]",small
000000065288.jpg,65288,62,chair,"[166.36, 176.35, 206.29000000000002, 229.57999999999998]",medium
000000065288.jpg,65288,62,chair,"[181.5, 101.07, 198.99, 123.83999999999999]",small
000000065288.jpg,65288,62,chair,"[468.0, 114.2, 640.0, 220.18]",large
000000065288.jpg,65288,62,chair,"[457.5, 91.35, 516.64, 121.38999999999999]",small
000000065288.jpg,65288,62,chair,"[195.67, 98.23, 212.20999999999998, 130.08]",small
000000065288.jpg,65288,62,chair,"[209.09, 97.99, 227.27, 123.50999999999999]",small
000000065455.jpg,65455,25,giraffe,"[79.21, 190.19, 235.95999999999998, 282.89]",medium
000000065455.jpg,65455,25,giraffe,"[0.95, 108.35, 312.5, 311.0]",large
000000065455.jpg,65455,1,person,"[346.96, 151.74, 475.71, 231.33]",medium
000000065455.jpg,65455,1,person,"[380.06, 189.61, 500.0, 262.92]",medium
000000065455.jpg,65455,1,person,"[366.13, 97.28, 380.40999999999997, 121.72]",small
000000065455.jpg,65455,1,person,"[467.04, 83.77, 500.0, 148.14]",small
000000065455.jpg,65455,1,person,"[412.05, 84.27, 440.63, 125.41999999999999]",small
000000065455.jpg,65455,1,person,"[450.13, 133.93, 500.0, 193.85000000000002]",medium
000000065455.jpg,65455,1,person,"[395.74, 124.29, 427.42, 185.17000000000002]",medium
000000065455.jpg,65455,1,person,"[399.53, 107.34, 415.72999999999996, 119.07000000000001]",small
000000065455.jpg,65455,1,person,"[448.52, 84.08, 466.33, 98.7]",small
000000065455.jpg,65455,1,person,"[349.02, 98.01, 358.56, 123.75]",small
000000065455.jpg,65455,1,person,"[372.98, 264.67, 500.0, 372.0]",medium
000000065455.jpg,65455,1,person,"[443.93, 97.7, 475.24, 125.54]",small
000000065455.jpg,65455,1,person,"[454.64, 116.39, 492.83, 153.23000000000002]",small
000000065798.jpg,65798,39,baseball bat,"[282.7, 241.29, 302.94, 256.26]",small
000000065798.jpg,65798,40,baseball glove,"[243.66, 297.11, 252.65, 309.31]",small
000000065798.jpg,65798,1,person,"[477.5, 274.77, 525.98, 384.51]",medium
000000065798.jpg,65798,1,person,"[275.98, 250.52, 319.35, 316.85]",small
000000065798.jpg,65798,1,person,"[372.91, 213.55, 386.68, 224.26000000000002]",small
000000065798.jpg,65798,1,person,"[194.67, 249.03, 219.86999999999998, 316.73]",medium
000000065798.jpg,65798,1,person,"[216.43, 272.35, 246.36, 316.25]",small
000000065798.jpg,65798,1,person,"[200.71, 241.68, 220.5, 259.3]",small
000000065798.jpg,65798,1,person,"[419.82, 256.79, 443.95, 285.27000000000004]",small
000000065798.jpg,65798,1,person,"[391.6, 231.62, 407.83000000000004, 252.85]",small
000000065798.jpg,65798,1,person,"[266.06, 217.43, 282.04, 233.04000000000002]",small
000000065798.jpg,65798,1,person,"[447.38, 211.78, 461.82, 220.22]",small
000000065798.jpg,65798,1,person,"[354.16, 177.91, 369.08000000000004, 193.46]",small
000000065798.jpg,65798,37,sports ball,"[260.73, 396.46, 263.6, 398.71]",small
000000065798.jpg,65798,37,sports ball,"[618.18, 445.63, 622.05, 448.65]",small
000000065798.jpg,65798,1,person,"[312.71, 215.97, 324.21999999999997, 226.04]",small
000000065798.jpg,65798,1,person,"[456.61, 254.28, 476.06, 283.85]",small
000000066038.jpg,66038,16,bird,"[8.59, 361.21, 47.510000000000005, 387.15999999999997]",small
000000066038.jpg,66038,62,chair,"[499.49, 232.67, 621.9, 311.11]",medium
000000066038.jpg,66038,62,chair,"[432.39, 248.83, 530.93, 294.1]",medium
000000066038.jpg,66038,62,chair,"[350.24, 283.37, 424.94, 339.1]",medium
000000066038.jpg,66038,62,chair,"[338.21, 264.05, 376.31, 341.87]",medium
000000066038.jpg,66038,1,person,"[322.87, 234.56, 352.4, 351.46000000000004]",medium
000000066038.jpg,66038,1,person,"[125.44, 246.54, 217.41, 270.07]",small
000000066038.jpg,66038,1,person,"[219.55, 204.87, 272.42, 302.27]",medium
000000066038.jpg,66038,1,person,"[369.62, 253.85, 489.77, 284.05]",medium
000000066038.jpg,66038,1,person,"[269.23, 244.32, 329.26, 346.89]",medium
000000066038.jpg,66038,28,umbrella,"[329.25, 157.83, 518.63, 338.19000000000005]",medium
000000066038.jpg,66038,28,umbrella,"[61.81, 159.63, 183.11, 205.95999999999998]",medium
000000066038.jpg,66038,28,umbrella,"[134.17, 157.05, 345.97, 336.67]",medium
000000066038.jpg,66038,28,umbrella,"[466.23, 163.89, 607.85, 285.58]",medium
000000066038.jpg,66038,1,person,"[161.14, 246.27, 233.51999999999998, 274.73]",small
000000066038.jpg,66038,62,chair,"[167.97, 226.69, 275.18, 294.25]",medium
000000071711.jpg,71711,5,airplane,"[381.7, 217.6, 640.0, 347.72]",large
000000071711.jpg,71711,5,airplane,"[54.69, 169.12, 325.29, 357.19]",large
000000071711.jpg,71711,1,person,"[558.85, 298.31, 578.57, 365.23]",small
000000071711.jpg,71711,1,person,"[604.5, 297.59, 630.12, 365.15]",small
000000071711.jpg,71711,1,person,"[419.36, 298.22, 441.33000000000004, 368.91]",small
000000071711.jpg,71711,1,person,"[435.37, 304.9, 459.82, 364.09999999999997]",small
000000071711.jpg,71711,1,person,"[528.61, 305.21, 547.88, 367.17999999999995]",small
000000071711.jpg,71711,1,person,"[40.88, 252.83, 69.69, 320.91]",small
000000071711.jpg,71711,1,person,"[591.85, 292.26, 607.9200000000001, 328.24]",small
000000071711.jpg,71711,1,person,"[288.87, 312.64, 292.46, 319.81]",small
000000071711.jpg,71711,1,person,"[142.15, 302.87, 164.75, 360.74]",small
000000071711.jpg,71711,31,handbag,"[533.89, 321.36, 546.77, 339.59000000000003]",small
000000071711.jpg,71711,31,handbag,"[597.72, 316.87, 607.52, 337.64]",small
000000071711.jpg,71711,1,person,"[593.23, 303.19, 610.5, 374.72]",small
000000071711.jpg,71711,31,handbag,"[434.1, 319.14, 441.44, 337.53999999999996]",small
000000072795.jpg,72795,39,baseball bat,"[329.86, 304.31, 334.82, 330.73]",small
000000072795.jpg,72795,40,baseball glove,"[401.9, 297.77, 412.77, 313.82]",small
000000072795.jpg,72795,1,person,"[310.64, 252.2, 361.62, 339.03999999999996]",medium
000000072795.jpg,72795,1,person,"[438.84, 236.51, 482.82, 336.93]",medium
000000072795.jpg,72795,1,person,"[400.37, 275.23, 443.57, 334.09000000000003]",medium
000000072795.jpg,72795,1,person,"[53.33, 191.11, 77.75999999999999, 246.63000000000002]",small
000000072795.jpg,72795,1,person,"[184.45, 416.03, 323.6, 473.2]",medium
000000072795.jpg,72795,1,person,"[335.74, 371.27, 428.82, 480.0]",medium
000000072795.jpg,72795,1,person,"[517.84, 251.35, 640.0, 475.14]",large
000000072795.jpg,72795,1,person,"[92.62, 428.9, 188.32, 480.0]",medium
000000072795.jpg,72795,1,person,"[425.86, 371.4, 481.33000000000004, 437.09]",medium
000000072795.jpg,72795,1,person,"[333.19, 373.44, 378.58, 470.32]",medium
000000072795.jpg,72795,1,person,"[283.63, 417.83, 341.13, 480.0]",medium
000000072795.jpg,72795,1,person,"[391.1, 191.5, 405.64000000000004, 206.05]",small
000000074646.jpg,74646,1,person,"[188.88, 459.49, 200.92, 497.76]",small
000000074646.jpg,74646,1,person,"[79.78, 453.71, 100.93, 499.65]",small
000000074646.jpg,74646,1,person,"[393.26, 456.24, 405.86, 479.17]",small
000000074646.jpg,74646,1,person,"[387.9, 479.88, 396.09999999999997, 489.52]",small
000000074646.jpg,74646,1,person,"[373.08, 462.14, 382.38, 490.65]",small
000000074646.jpg,74646,38,kite,"[387.33, 163.39, 410.61, 188.07999999999998]",small
000000074646.jpg,74646,47,cup,"[353.57, 595.08, 394.87, 639.38]",medium
000000074646.jpg,74646,1,person,"[60.44, 477.22, 65.17999999999999, 488.61]",small
000000074646.jpg,74646,1,person,"[398.74, 475.69, 403.23, 489.89]",small
000000074646.jpg,74646,1,person,"[30.96, 477.29, 35.4, 484.78000000000003]",small
000000074646.jpg,74646,1,person,"[18.66, 478.03, 20.79, 483.7]",small
000000074646.jpg,74646,1,person,"[39.53, 477.3, 42.56, 483.43]",small
000000074646.jpg,74646,62,chair,"[207.18, 474.21, 228.58, 501.02]",small
000000078915.jpg,78915,37,sports ball,"[135.63, 295.94, 154.13, 316.81]",small
000000078915.jpg,78915,43,tennis racket,"[155.52, 296.04, 208.39000000000001, 407.55]",medium
000000078915.jpg,78915,1,person,"[131.59, 392.08, 301.32, 640.0]",large
000000078915.jpg,78915,1,person,"[243.06, 5.75, 317.84000000000003, 84.85]",medium
000000078915.jpg,78915,1,person,"[357.09, 12.77, 417.71, 88.17999999999999]",medium
000000078915.jpg,78915,1,person,"[316.8, 4.79, 363.89, 86.57000000000001]",medium
000000078915.jpg,78915,1,person,"[190.45, 0.0, 305.27, 50.26]",medium
000000078915.jpg,78915,1,person,"[114.25, 0.09, 201.07999999999998, 53.25]",medium
000000078915.jpg,78915,1,person,"[256.92, 86.11, 330.09000000000003, 185.3]",medium
000000078915.jpg,78915,1,person,"[73.88, 0.0, 153.03, 36.96]",medium
000000078915.jpg,78915,1,person,"[458.86, 66.6, 480.0, 202.1]",medium
000000078915.jpg,78915,1,person,"[38.75, 0.0, 115.44, 46.36]",medium
000000079969.jpg,79969,43,tennis racket,"[270.48, 109.17, 291.40000000000003, 208.61]",small
000000079969.jpg,79969,1,person,"[174.43, 191.86, 291.14, 523.01]",large
000000079969.jpg,79969,1,person,"[332.12, 237.87, 368.43, 281.06]",medium
000000079969.jpg,79969,1,person,"[293.34, 213.64, 333.80999999999995, 259.83]",small
000000079969.jpg,79969,1,person,"[353.55, 185.21, 382.89, 226.34]",small
000000079969.jpg,79969,1,person,"[341.78, 170.79, 366.26, 206.85999999999999]",small
000000079969.jpg,79969,1,person,"[375.35, 161.63, 398.78000000000003, 202.5]",small
000000079969.jpg,79969,1,person,"[358.69, 94.4, 374.11, 126.45]",small
000000079969.jpg,79969,1,person,"[292.67, 74.86, 324.51, 136.23]",small
000000079969.jpg,79969,1,person,"[178.6, 89.15, 207.65, 127.22]",small
000000079969.jpg,79969,37,sports ball,"[280.48, 122.23, 291.63, 133.08]",small
000000079969.jpg,79969,62,chair,"[330.61, 282.13, 362.96000000000004, 313.48]",small
000000079969.jpg,79969,62,chair,"[332.77, 246.69, 362.49, 257.3]",small
000000079969.jpg,79969,1,person,"[335.02, 201.97, 365.90999999999997, 242.82999999999998]",small
000000079969.jpg,79969,1,person,"[235.31, 108.54, 260.45, 144.9]",small
000000079969.jpg,79969,1,person,"[157.66, 80.74, 180.01999999999998, 107.84]",small
000000079969.jpg,79969,62,chair,"[280.42, 366.04, 298.68, 376.19]",small
000000079969.jpg,79969,1,person,"[290.44, 260.64, 340.02, 315.33]",medium
000000084031.jpg,84031,40,baseball glove,"[276.4, 259.53, 296.38, 282.63]",small
000000084031.jpg,84031,1,person,"[97.87, 217.82, 167.92000000000002, 360.78999999999996]",medium
000000084031.jpg,84031,1,person,"[59.36, 32.05, 78.09, 61.51]",small
000000084031.jpg,84031,1,person,"[103.09, 215.19, 118.07000000000001, 263.1]",small
000000084031.jpg,84031,1,person,"[45.93, 213.44, 69.64, 270.45]",small
000000084031.jpg,84031,1,person,"[25.91, 212.71, 45.28, 273.3]",small
000000084031.jpg,84031,1,person,"[279.76, 186.62, 376.85, 335.53]",medium
000000084031.jpg,84031,1,person,"[183.03, 253.9, 279.25, 350.13]",medium
000000084031.jpg,84031,1,person,"[213.64, 207.5, 226.57, 253.15]",small
000000084031.jpg,84031,1,person,"[63.8, 211.27, 79.36, 271.39]",small
000000084031.jpg,84031,1,person,"[2.75, 217.65, 33.56, 271.32]",small
000000084031.jpg,84031,1,person,"[255.11, 185.26, 265.58000000000004, 209.5]",small
000000084031.jpg,84031,1,person,"[230.82, 204.89, 241.91, 224.51999999999998]",small
000000084031.jpg,84031,37,sports ball,"[422.46, 238.81, 436.93, 247.75]",small
000000084031.jpg,84031,39,baseball bat,"[367.44, 228.98, 384.07, 261.15]",small
000000084031.jpg,84031,1,person,"[397.6, 187.3, 408.07000000000005, 202.77]",small
000000087470.jpg,87470,19,horse,"[454.12, 125.44, 475.29, 149.79]",small
000000087470.jpg,87470,19,horse,"[32.47, 91.86, 49.81, 116.71000000000001]",small
000000087470.jpg,87470,21,cow,"[77.2, 142.8, 229.2, 408.21000000000004]",large
000000087470.jpg,87470,1,person,"[446.49, 100.58, 472.89, 142.79]",small
000000087470.jpg,87470,1,person,"[29.22, 77.65, 53.849999999999994, 115.4]",small
000000087470.jpg,87470,21,cow,"[293.42, 180.71, 381.92, 348.28]",medium
000000087470.jpg,87470,21,cow,"[416.8, 158.39, 487.42, 271.14]",medium
000000087470.jpg,87470,21,cow,"[497.94, 139.63, 602.3, 275.25]",medium
000000087470.jpg,87470,21,cow,"[327.18, 155.99, 434.29, 226.94]",medium
000000087470.jpg,87470,21,cow,"[290.15, 153.96, 318.81, 170.31]",small
000000087470.jpg,87470,21,cow,"[256.06, 150.83, 289.32, 172.28]",small
000000087470.jpg,87470,21,cow,"[194.99, 172.27, 299.54, 386.67]",large
000000087470.jpg,87470,21,cow,"[198.4, 155.11, 222.6, 168.67000000000002]",small
000000087470.jpg,87470,21,cow,"[411.83, 143.93, 452.94, 164.16]",small
000000087470.jpg,87470,21,cow,"[456.37, 147.82, 500.19, 227.18]",medium
000000087470.jpg,87470,21,cow,"[585.65, 150.31, 616.59, 224.32999999999998]",small
000000087470.jpg,87470,21,cow,"[273.09, 130.49, 294.2, 148.0]",small
000000087470.jpg,87470,21,cow,"[0.0, 130.97, 85.55, 464.72]",large
000000087470.jpg,87470,19,horse,"[451.04, 117.47, 467.65000000000003, 145.05]",small
000000088462.jpg,88462,6,bus,"[297.79, 49.92, 640.0, 271.97]",large
000000088462.jpg,88462,3,car,"[24.78, 187.76, 82.25, 230.12]",medium
000000088462.jpg,88462,3,car,"[173.22, 180.39, 232.54, 219.71999999999997]",medium
000000088462.jpg,88462,3,car,"[144.53, 182.74, 184.42000000000002, 212.39000000000001]",small
000000088462.jpg,88462,3,car,"[93.47, 182.4, 118.93, 203.66]",small
000000088462.jpg,88462,3,car,"[81.32, 180.43, 100.39999999999999, 198.20000000000002]",small
000000088462.jpg,88462,3,car,"[78.3, 177.29, 94.8, 193.47]",small
000000088462.jpg,88462,13,stop sign,"[335.55, 163.58, 350.86, 188.83]",small
000000088462.jpg,88462,3,car,"[130.83, 184.87, 157.38000000000002, 207.97]",small
000000088462.jpg,88462,3,car,"[112.23, 184.9, 136.82, 205.35]",small
000000088462.jpg,88462,3,car,"[71.16, 176.46, 85.97999999999999, 189.52]",small
000000088462.jpg,88462,3,car,"[44.95, 176.29, 62.28, 188.91]",small
000000088462.jpg,88462,3,car,"[60.69, 176.32, 71.22, 185.48999999999998]",small
000000088462.jpg,88462,3,car,"[54.09, 160.11, 61.45, 167.9]",small
000000088462.jpg,88462,3,car,"[47.72, 155.59, 53.05, 160.92000000000002]",small
000000088462.jpg,88462,6,bus,"[42.71, 159.38, 53.02, 169.6]",small
000000089556.jpg,89556,3,car,"[294.36, 156.5, 418.59000000000003, 227.07999999999998]",medium
000000089556.jpg,89556,3,car,"[267.44, 143.71, 364.89, 193.20000000000002]",medium
000000089556.jpg,89556,3,car,"[182.13, 151.83, 239.05, 192.5]",medium
000000089556.jpg,89556,3,car,"[106.82, 155.16, 147.49, 164.78]",small
000000089556.jpg,89556,3,car,"[401.52, 129.24, 439.94, 144.97]",small
000000089556.jpg,89556,11,fire hydrant,"[235.6, 265.86, 311.96, 390.07]",medium
000000089556.jpg,89556,3,car,"[579.06, 122.73, 619.38, 132.77]",small
